uid,formula,n_atoms,gap_pbe,gap_hse_true,gap_hse_pred,uwbg
2NaSeHg2Cl3O3-1,NaHg2Se(ClO)3,20,2.7612760635689493,,3.963850498199463,True
4ClCu-2,CuCl,8,1.9133047659243152,,3.9625115394592285,True
2CKO3-1,KCO3,10,0.9872577860570555,2.6922639538018274,3.9618353843688965,True
2HSb3O6-1,Sb3HO6,20,2.4890406558953644,3.613566360054449,3.9589624404907227,True
1AgCuBr2-1,CuAgBr2,4,2.313580834989929,3.7993428901398616,3.9583096504211426,True
2AuCl-1,AuCl,4,2.1183000783422936,3.1612302627032687,3.9575443267822266,True
4NaSO2-1,NaSO2,16,2.384531204581524,,3.9572811126708984,True
1SCu2O4-1,Cu2SO4,7,2.053268915022008,3.841673206498962,3.9545111656188965,True
4InCl2-1,InCl2,12,2.3924458511898488,,3.9541783332824707,True
2NaNbCl6-1,NaNbCl6,16,2.2870216376366823,3.9357450109187977,3.9540371894836426,True
2KTaCl6-1,KTaCl6,16,2.8859096458191664,4.4396521679475205,3.953545093536377,True
2ZnBi2Br2O3-1,ZnBi2Br2O3,16,2.012407171092484,,3.9528255462646484,True
1BrClV-1,VBrCl,3,1.2894105804797844,3.7507213643218513,3.9510226249694824,True
1CaI2-2,CaI2,3,2.9462188252452064,4.06337015374854,3.948054552078247,True
6BrCu-1,CuBr,12,1.9746796794755839,3.7076008746789038,3.9469900131225586,True
2HNaI2-1,NaHI2,8,3.0759639617157566,,3.9403603076934814,True
2ClInO-1,InClO,6,2.606966761019961,4.019475981040246,3.936049461364746,True
2AgCl-3,AgCl,4,2.506267176961682,3.8647253895060665,3.934183359146118,True
1CdCl2O2Pb2-1,CdPb2(ClO)2,7,2.8687677451653126,3.927554850848648,3.934141159057617,True
3AgCl-3,AgCl,6,2.496559741287616,,3.932933807373047,True
2HgTeH2O4-1,HgTe(HO2)2,16,2.5202080042863666,3.8685044304915905,3.931809663772583,True
2AlTlF4-1,AlTlF4,12,2.254918166256226,,3.925387144088745,True
2ClIMg-1,MgICl,6,3.072664742585408,4.018355444674981,3.9243948459625244,True
2ZnBr2-1,ZnBr2,6,2.796881794315222,,3.9234564304351807,True
4MgSe-1,MgSe,8,3.0894182702750173,3.9858598866760344,3.9227771759033203,True
2FSY-1,YSF,6,2.6926183159908117,3.8001775973098946,3.9227731227874756,True
1HgCl2O2Pb2-1,HgPb2(ClO)2,7,2.622896263186152,3.7612261898372834,3.9215188026428223,True
6FTl-1,TlF,12,2.6590125652358463,,3.9214816093444824,True
1OCl2Zn2-1,Zn2Cl2O,5,2.442089483426727,3.792699925703861,3.9161109924316406,True
1MnCl2-3,MnCl2,3,1.7132180920615607,,3.9155359268188477,True
2Bi2O3-1,Bi2O3,10,2.4669065475678646,3.7688806023985233,3.910062789916992,True
1FeHfCl6-1,HfFeCl6,8,1.0918547153536942,3.809583177190193,3.908128023147583,True
2AlInF4-1,AlInF4,12,0.7416688887400436,,3.9040565490722656,True
2FGaSe-1,GaSeF,6,2.8714498619417808,3.8138547006237697,3.89798903465271,True
2HgK2Br4-1,K2HgBr4,14,2.8060415607729228,,3.8964974880218506,True
2HNaSe-1,NaHSe,6,3.0222382524261073,3.957786098431063,3.894458532333374,True
1AlNaP2S6-1,NaAl(PS3)2,10,2.9518015097718013,3.964560037279047,3.890451192855835,True
1VBr2-1,VBr2,3,1.2515456308077084,3.6647880392871413,3.888073682785034,True
2CdCuCl3-1,CdCuCl3,10,1.6451164622429362,3.8913031194522167,3.886507987976074,True
2CdK2I4-1,K2CdI4,14,3.076707267207205,,3.8836910724639893,True
4IrF3-1,IrF3,16,1.139211190795495,,3.883622646331787,True
2IrF3-1,IrF3,8,1.6324178295517955,3.600846567518613,3.8832032680511475,True
2BrClV-1,VBrCl,6,1.2796048324227112,3.740149248496336,3.8820183277130127,True
2HgCs2Br4-1,Cs2HgBr4,14,2.9057252422733724,,3.879138946533203,True
2BiCdFO2-1,CdBiO2F,10,2.8161687185860957,4.057458615174324,3.872032642364502,True
2PbCl2-1,PbCl2,6,2.6071585779490682,3.649287539446611,3.8693649768829346,True
2BiClHgO2-1,HgBiClO2,10,2.5559892401747035,3.744738852252379,3.869168758392334,True
2CdRb2I4-1,Rb2CdI4,14,3.092873259009297,,3.8690664768218994,True
4LiSeO2-1,LiSeO2,16,1.4519507407156138,,3.8683791160583496,True
4SnF2-2,SnF2,12,2.755122330164088,,3.864253282546997,True
1SnLi2H6S6-1,Li2Sn(HS)6,15,2.542115220795781,,3.8632917404174805,True
2NiAs2Br2O3-1,NiAs2Br2O3,16,1.0443560731836778,3.920587601589009,3.862447738647461,True
2PtN2O6-1,Pt(NO3)2,18,2.205815510636989,3.863710559282271,3.8569142818450928,True
2ClIMn-3,MnICl,6,1.3932347771259246,3.8914795047970268,3.8558173179626465,True
1HgBr2-1,HgBr2,3,2.791439144194647,3.928346396544052,3.855288505554199,True
1CdBr2-1,CdBr2,3,3.069156177744195,4.158939328205569,3.8526358604431152,True
1BiScCl2O2-1,ScBi(ClO)2,6,2.3712461508176057,3.4597619396708565,3.850739002227783,True
1CoCl2-2,CoCl2,3,0.3509199720523193,3.7988512374437846,3.850637435913086,True
2In2Cl3-1,In2Cl3,10,2.6462081548182996,3.5741460069658793,3.8492536544799805,True
12ClTl-1,TlCl,24,2.9939228401369364,,3.8477046489715576,True
2RbSeCd2Br3O3-1,RbCd2Se(BrO)3,20,2.1275529563459084,,3.8458237648010254,True
2AgPbCl3-1,AgPbCl3,10,2.4389081804932373,3.7082284690102814,3.8455593585968018,True
1BiBrCdClNaO2-1,NaCdBiBrClO2,7,1.983413153137988,,3.8452110290527344,True
2CORbF3S3-1,RbCS3OF3,18,2.4550212219480185,,3.840982437133789,True
4BrGaSe-1,GaSeBr,12,2.647187721921296,3.624827790241632,3.8382797241210938,True
2ClIMn-2,MnICl,6,1.4119029864625006,3.691865628934508,3.8279953002929688,True
4SiS2-1,SiS2,12,3.427869302244632,4.553298867080243,3.82419490814209,True
6AgCl-4,AgCl,12,2.3976363187139875,3.7051005319075325,3.822028398513794,True
2ClIn-2,InCl,4,3.174058653261157,3.8588752489817475,3.8190298080444336,True
2ClFSn-1,SnClF,6,2.851503323245902,3.8075750170787446,3.8125479221343994,True
2IrF3-2,IrF3,8,0.6690590912156509,,3.8118560314178467,True
1MnI2-2,MnI2,3,1.2239376136519362,3.6356634075907404,3.8087780475616455,True
1BrCdHS-1,CdHSBr,4,2.76152440214069,3.8087668590898645,3.8066213130950928,True
2CdCuBr3-1,CdCuBr3,10,1.5699758743672165,3.601038681956767,3.801729440689087,True
2MoCl2O2-1,Mo(ClO)2,10,2.3687396599565638,3.881438529047342,3.7991528511047363,True
2AgSrI3-1,SrAgI3,10,2.676629846692358,3.706506256927966,3.7984421253204346,True
1ZrNa2H6S6-1,Na2Zr(HS)6,15,2.444343761862036,,3.7973883152008057,True
2CKO3-2,KCO3,10,1.0502219771487837,,3.7972755432128906,True
4AlClTe-1,AlTeCl,12,2.984553077478413,3.7857189823796604,3.7942798137664795,True
2BrGaS-1,GaSBr,6,2.117680997766756,3.2843447494687865,3.7874863147735596,True
4SeO2-1,SeO2,12,2.8223588589586908,3.9801777129186364,3.7865917682647705,True
1MgH2Se2-1,Mg(HSe)2,5,2.7498374710871807,3.727194633026653,3.784268379211426,True
1PdZrF6-2,ZrPdF6,8,1.375473926452628,3.951904482959593,3.7777745723724365,True
1HgCl2-2,HgCl2,3,2.467847069491337,3.707917201975317,3.777297019958496,True
2FHfN-2,HfNF,6,2.68267036961076,3.903004594245254,3.7767174243927,True
2NaSHg2I3O3-1,NaHg2S(IO)3,20,2.264451306687747,,3.775836706161499,True
1GeHg2O4-1,Hg2GeO4,7,2.5957896119548045,,3.775635004043579,True
2CoAs2Cl2O3-1,CoAs2Cl2O3,16,0.8197076283786471,3.905988337632969,3.772789239883423,True
2RbTeCd2Br3O3-1,RbCd2Te(BrO)3,20,1.961439876853579,,3.768476724624634,True
2ISY-1,YSI,6,2.542672038287388,3.615630045906095,3.7634711265563965,True
2AlBrTe-1,AlTeBr,6,2.7289853201995244,3.547164445214137,3.7632431983947754,True
2In2O3-1,In2O3,10,1.5199588540463354,,3.7617571353912354,True
2ClCrF-3,CrClF,6,0.9112456557781401,3.604052072819377,3.7608416080474854,True
2HgSeH2O4-1,HgH2SeO4,16,2.5345581714995653,3.9079298446526005,3.756134033203125,True
4FTl-3,TlF,8,1.9941985048265591,,3.754497766494751,True
8CdBr2-1,CdBr2,24,2.7534435119278364,,3.752681016921997,True
4NaPS2-2,NaPS2,16,2.577195573603742,,3.7514798641204834,True
2YI3-1,YI3,8,2.7557446070052514,3.8885893594089627,3.7483420372009277,True
4ClInS-1,InSCl,12,2.588015658976871,3.5361006280009017,3.747572660446167,True
2MnTeWO6-1,MnTeWO6,18,1.9269619954220267,,3.7472119331359863,True
4BiLiO2-1,LiBiO2,16,2.374978796318943,3.7836048126970576,3.7452094554901123,True
4NaPS2-1,NaPS2,16,2.590102560780635,,3.742631673812866,True
2NNaH2-1,NaH2N,8,2.4572945078976707,,3.74070405960083,True
2NiBi2Br2O3-1,NiBi2Br2O3,16,0.8247782862609903,3.6960395483221706,3.737086534500122,True
1AlLiP2S6-1,LiAl(PS3)2,10,2.8236292221981723,3.872884141474959,3.734755277633667,True
2ClInS-3,InSCl,6,2.643062797115641,3.648612691598874,3.7343974113464355,True
1BrIV-1,VIBr,3,1.1883971121021926,3.5003274875139754,3.7343668937683105,True
4ClTl-1,TlCl,8,2.7398583295860925,3.5959734136629655,3.732809066772461,True
2BiBrCdO2-1,CdBiBrO2,10,2.4451567322328227,3.666577488036407,3.731752634048462,True
1AuCuBr2-1,CuAuBr2,4,2.084207499066893,3.532973836507794,3.7312228679656982,True
2WAs2O6-1,As2WO6,18,1.8113097166569867,3.1376084354241884,3.7298357486724854,True
2CuF3-1,CuF3,8,0.9066120030190055,3.550039340616814,3.728480577468872,True
2H2Si2S5-1,Si2H2S5,18,3.1929740325590488,,3.727402687072754,True
2CsSeHg2Br3O3-1,CsHg2Se(BrO)3,20,2.4841713632543296,,3.7271246910095215,True
6ClTl-1,TlCl,12,3.1391631416619807,4.152992843789406,3.7265586853027344,True
2ClGaSe-1,GaSeCl,6,2.6122284467336225,3.6250703732678575,3.7256221771240234,True
2ClIn-1,InCl,4,2.7612520457191265,,3.725583791732788,True
1CdClHO-1,CdHClO,4,2.516984536306866,3.773512541474132,3.720306873321533,True
2AgMgI3-1,MgAgI3,10,2.620652710573343,3.6360877722849514,3.719115734100342,True
2INaO3-1,NaIO3,10,2.5290758590497306,,3.718893051147461,True
2AgSnCl3-1,AgSnCl3,10,2.5260832524398302,,3.70920729637146,True
2RhF3-2,RhF3,8,1.4875049104672762,3.690905229442491,3.707920789718628,True
12FTl-1,TlF,24,2.6656598229225033,,3.707634449005127,True
1HgCl2N2C4H4-1,HgH4C4(NCl)2,13,2.523353404765554,,3.7043824195861816,True
1AuClCuI-1,CuAuICl,4,1.9390484212100367,3.694913747927029,3.7027833461761475,True
2BrTl-2,TlBr,4,2.978866822987396,3.832716333953705,3.7009329795837402,True
2HKTe-1,KTeH,6,2.63690401380311,3.4002637298102867,3.6979780197143555,True
2NiBr2Sb2O3-1,NiSb2Br2O3,16,1.0179973848506005,3.7169140655683215,3.697859048843384,True
2NaC2H3S3-1,NaH3C2S3,18,1.9260813608485587,,3.697540283203125,True
3ClCu-1,CuCl,6,1.4485226497550603,3.243175726675641,3.696983575820923,True
2WHg2O4-1,Hg2WO4,14,2.5058174653082097,3.866543921118935,3.695727825164795,True
2BrCsCl4-1,CsBrCl4,12,2.374950192659284,,3.6935298442840576,True
6AgCl-3,AgCl,12,2.307656004568463,,3.6931841373443604,True
1YI3-1,YI3,4,2.0737663638714015,,3.6923987865448,True
4AlBrTe-1,AlTeBr,12,2.8174574730706787,3.6289911631215808,3.688084363937378,True
2GaBr3-1,GaBr3,8,2.593784613077281,3.64126290963298,3.686781883239746,True
2CoBr3-2,CoBr3,8,0.02671576492670047,,3.6863455772399902,True
2ClCu-3,CuCl,4,1.2276910678084825,3.5606963376284115,3.683736801147461,True
1PtK2H6S6-1,K2H6PtS6,15,2.2842714653378575,3.4192926489368336,3.6837351322174072,True
2ClCrF-2,CrClF,6,1.1309310761807359,3.853212465668102,3.6831235885620117,True
1ISrVCl3-1,SrVICl3,6,1.2189164329778128,3.718521867139426,3.6828763484954834,True
2CoCl3-1,CoCl3,8,1.1297418865196707,3.557550710533233,3.6828107833862305,True
1AgBr3-1,AgBr3,4,1.1565793770786934,,3.681593656539917,True
2FSSb-1,SbSF,6,2.886679484683165,3.9870655139667948,3.6811156272888184,True
2GaInO3-1,InGaO3,10,2.182524378630798,3.6648377168787616,3.6787664890289307,True
2BrFHg-2,HgBrF,6,2.0965289598433072,,3.676114082336426,True
2BrGaO-1,GaBrO,6,2.5145282051553473,3.600632706393195,3.6707916259765625,True
1LiTlI4O12-1,LiTl(IO3)4,18,2.1699519949145403,3.420611267129404,3.6693246364593506,True
1WAg2O4-1,Ag2WO4,7,1.9495246034072213,3.458926630807584,3.6669039726257324,True
2ISeY-1,YSeI,6,2.7236252354234844,3.7531783614365146,3.665412187576294,True
2NaSeHg2Br3O3-1,NaHg2Se(BrO)3,20,2.39652815434919,,3.6618778705596924,True
6ClCu-1,CuCl,12,0.738536006582522,2.321772889876782,3.658714532852173,True
2CaPb2Cl6-1,Ca(PbCl3)2,18,2.929315233225843,,3.6580910682678223,True
4BeSe-1,BeSe,8,2.9054188291265026,3.7836904060288132,3.6567230224609375,True
2RbSeHg2Br3O3-1,RbHg2Se(BrO)3,20,2.4241527555031883,,3.656599760055542,True
1HgCl2-1,HgCl2,3,2.4473333594552154,3.5986409404098865,3.6539149284362793,True
1FHNiO-1,NiHOF,4,1.2744664428948442,3.54775074394505,3.6536388397216797,True
4HTeO3-1,TeHO3,20,2.5790017312260756,,3.652864933013916,True
2FInO-1,InOF,6,2.235979578929647,3.6851550785777416,3.6516268253326416,True
1BrCdHO-1,CdHBrO,4,1.6453850625159072,2.6728098263046194,3.6514813899993896,True
1ZnH2S2-1,Zn(HS)2,5,2.5326562198434623,,3.6477930545806885,True
2BrKCl4-1,KBrCl4,12,2.440901034745624,3.67262571391008,3.6456778049468994,True
2IRbCl4-1,RbICl4,12,2.4755302332657725,3.6038306957424178,3.643460273742676,True
2ClFeWO4-1,FeWClO4,14,1.0854812714487458,,3.641706943511963,True
6ClTl-2,TlCl,12,2.6290247578802486,,3.636253595352173,True
2KSCd2I3O3-1,KCd2S(IO)3,20,2.2844656553772045,,3.636150360107422,True
2BrRbCl4-1,RbBrCl4,12,2.415144564111087,3.6608850852847032,3.6354355812072754,True
2IKCl4-1,KICl4,12,2.454893916365384,3.5713791528926633,3.6338179111480713,True
2CrF3-1,CrF3,8,0.9337341886550132,,3.6336328983306885,True
1CrF3-1,CrF3,4,0.9343850623962675,,3.6335349082946777,True
2CdNa2I4-1,Na2CdI4,14,2.871305113206905,,3.62979793548584,True
1Zn9Cl16-1,Zn9Cl16,25,2.3649518826346436,,3.6295642852783203,True
1FeZrCl6-1,ZrFeCl6,8,1.0483407494451678,3.5451877504854004,3.6269686222076416,True
2NiCl3-1,NiCl3,8,0.007034018939866105,,3.626443386077881,True
2YI3-2,YI3,8,2.574438349675268,3.7541758138782937,3.6229124069213867,True
1SnK2H6S6-1,K2Sn(HS)6,15,2.6258476725915703,3.6978936694184785,3.6226048469543457,True
1MoAg2O4-1,Ag2MoO4,7,2.0845028770772873,3.572212962825251,3.6207003593444824,True
4ClInSe-1,InSeCl,12,2.4871698161876514,3.3591975682760604,3.6206977367401123,True
1BrClCa2S2-1,Ca2S2BrCl,6,2.6070952573063275,3.809779240173601,3.620501756668091,True
2KSeHg2Br3O3-1,KHg2Se(BrO)3,20,2.3580174437680568,,3.618464469909668,True
4OPb-2,PbO,8,2.269346876271351,3.1248675320869603,3.6171376705169678,True
2AlClS-2,AlSCl,6,2.3343447966419166,3.3028992483891715,3.6158714294433594,True
1OVF2-1,VOF2,4,0.7585795535608204,3.3109048274751873,3.615781784057617,True
4AlIS-1,AlSI,12,2.7692207251097107,3.75675188204338,3.6144392490386963,True
2CuFeCl3-1,FeCuCl3,10,0.856240161527966,3.655935486714413,3.614133596420288,True
5SnCl2-1,SnCl2,15,3.2702067695876607,,3.6131551265716553,True
2ClGaS-2,GaSCl,6,2.2429831326019967,3.5777040017356,3.611917495727539,True
2AgCaI3-1,CaAgI3,10,2.640815408141669,3.6771717156280515,3.6113266944885254,True
1MnNiF6-1,MnNiF6,8,0.9687583048262454,,3.6109440326690674,True
12AgBr-1,AgBr,24,2.51092417048818,,3.610288619995117,True
2BrCdSbO2-1,CdSbBrO2,10,2.364963474417981,3.5181705802756933,3.6098997592926025,True
1SrBr2Ca2S2-1,SrCa2(SBr)2,7,3.106327546327981,4.244068025794117,3.6095218658447266,True
1Al2S3-1,Al2S3,5,2.4296388356643384,,3.6075854301452637,True
1HgF2-2,HgF2,3,2.088617019967936,3.874867141219684,3.6047494411468506,True
1InTlCl6-1,TlInCl6,8,2.5525136883480926,3.7241989525036554,3.6027894020080566,True
1PbCl2-2,PbCl2,3,2.7754084899303058,3.856050489231359,3.601407766342163,True
2ClCrF-1,CrClF,6,1.0565528156727835,3.7313022118412245,3.5991697311401367,True
2CdFSbO2-1,CdSbO2F,10,2.459348439006738,3.5130988612781677,3.5977225303649902,True
1PtNa2H6S6-1,Na2H6PtS6,15,2.2727461787593874,3.38613003055115,3.5971851348876953,True
1BrClNi-1,NiBrCl,3,0.9506353003777415,3.507624635385338,3.593862295150757,True
1CdCl2O2Sn2-1,CdSn2(ClO)2,7,2.7135268385019176,3.600097619586033,3.5932061672210693,True
2GaInCl4-1,InGaCl4,12,2.359406853516671,,3.590444564819336,True
2CoCl2Sb2O3-1,CoSb2Cl2O3,16,0.8612246845041325,3.5217045922122123,3.5899159908294678,True
1BrIF2Mn2-1,Mn2IBrF2,6,1.1485798364133655,,3.589590311050415,True
2FHfN-1,HfNF,6,2.3083867123026724,3.5497319843159034,3.5879967212677,True
2WCd2O4-1,Cd2WO4,14,2.4692955030053083,3.4765098462532547,3.587800979614258,True
2CdCs2I4-1,Cs2CdI4,14,3.0958770096059007,,3.5859951972961426,True
2HTeNa3S4-1,Na3TeHS4,18,2.4100876362832375,3.502142738573806,3.5845935344696045,True
1NiTiBr3Cl3-1,TiNi(BrCl)3,8,1.0417248341384222,3.451479731152861,3.583841562271118,True
12AgCl-1,AgCl,24,2.3163774139398536,,3.581676721572876,True
1KTlI4O12-1,KTl(IO3)4,18,2.135267492176252,,3.5813217163085938,True
2CoSbO3-1,CoSbO3,10,0.9315882248510358,3.6425457212431938,3.5804877281188965,True
1GeLi2H6S6-1,Li2Ge(HS)6,15,2.2740868626894213,,3.572036027908325,True
4CaTeS3-1,CaTeS3,20,2.234522937666326,,3.5712084770202637,True
1MnI2-3,MnI2,3,1.0477720780541973,,3.570726156234741,True
2NiN2O6-1,Ni(NO3)2,18,0.8247650569782916,3.652803642730159,3.5702075958251953,True
2AgCdBr3-1,CdAgBr3,10,2.2396224505565634,3.456190735645555,3.5694847106933594,True
1CdCl2N2C4H4-1,CdH4C4(NCl)2,13,2.1762928098653993,3.619069662729009,3.567984104156494,True
4OSn-1,SnO,8,2.836070842324397,3.718731952407974,3.567192316055298,True
4Tl2Cl3-1,Tl2Cl3,20,1.91465614309532,2.8703591102937307,3.5611748695373535,True
1CdBr2O2Pb2-1,CdPb2(BrO)2,7,2.6464800310583785,3.6559589969446593,3.561112403869629,True
4AlISe-1,AlSeI,12,2.6987880399100095,3.6669218854688483,3.5599875450134277,True
2Y2S3-1,Y2S3,10,2.5743072070694857,3.597710410860266,3.5580055713653564,True
2BrFHg-1,HgBrF,6,1.7801541966789913,,3.5578532218933105,True
2AgBr-2,AgBr,4,2.443795497814329,3.6168684042618606,3.5575499534606934,True
2MoAs2O6-1,Mo(AsO3)2,18,1.9779764553708832,3.395804579122629,3.556560516357422,True
1ClIV-1,VICl,3,1.0996439427206317,3.5370122177912595,3.556387424468994,True
2CoAs2Br2O3-1,CoAs2Br2O3,16,0.8011867004105047,3.780711981073075,3.5529086589813232,True
2AsBr3-1,AsBr3,8,2.4767749625963944,3.2996020535129054,3.5528666973114014,True
1CdH2O2-1,Cd(HO)2,5,2.2442019040795484,3.8830591727094066,3.552739381790161,True
2BrCrF-1,CrBrF,6,1.2578941415958464,,3.551067352294922,True
2MoO3-1,MoO3,8,2.0674670309309464,3.73762728812292,3.5495691299438477,True
2InSnCl3-1,InSnCl3,10,2.540033769747774,,3.5476465225219727,True
2PbCl2-2,PbCl2,6,2.7758948976057636,3.7358729398641866,3.5475995540618896,True
4FHgI-1,HgIF,12,1.6764167143103292,,3.5441019535064697,True
1LiTlBr4O12-1,LiTl(BrO3)4,18,2.3498102280276667,,3.542781114578247,True
2PBr3-1,PBr3,8,2.2398930912395727,,3.542774200439453,True
2WCl2O2-1,W(ClO)2,10,2.186680311482485,3.613439193582855,3.5416646003723145,True
1OVCl2-1,VCl2O,4,0.8055005003044453,3.1440869145434474,3.540191888809204,True
2CsICl4-1,CsICl4,12,2.481409954563557,3.619991290746435,3.5358200073242188,True
2RbTeHg2Br3O3-1,RbHg2Te(BrO)3,20,2.1671559112226326,,3.5352842807769775,True
3AgCl-1,AgCl,6,1.9371204282959207,3.209367309002789,3.532626152038574,True
2HNaTe-1,NaTeH,6,2.70271072704629,3.4919662774622786,3.5304365158081055,True
1ClIn2Br3-1,In2Br3Cl,6,1.806694521282529,,3.5294556617736816,True
2BrNbO2-1,NbBrO2,8,2.006678932596866,3.4687266859580994,3.5276317596435547,True
2KTeHg2Br3O3-1,KHg2Te(BrO)3,20,2.079501943195614,,3.5259809494018555,True
2CuPbCl3-1,CuPbCl3,10,1.3397582709185978,3.566812565033918,3.525813102722168,True
4BrCu-1,CuBr,8,1.197795683907544,,3.5256729125976562,True
2AgCl-7,AgCl,4,2.000477899138317,3.4617874740319556,3.525571584701538,True
6AgCl-1,AgCl,12,1.938944880057074,,3.5254783630371094,True
2KC2H3S3-1,KH3C2S3,18,2.3320889997244025,,3.52365779876709,True
2BrSSc-1,ScSBr,6,2.130096574785353,3.5609864880188837,3.5230839252471924,True
1BrClOZr-1,ZrBrClO,4,2.292635460299117,,3.521921157836914,True
4BrIn-1,InBr,8,2.9218335042067576,3.6239498568963793,3.521376132965088,True
8BrCu-1,CuBr,16,1.2781461641988245,,3.520270347595215,True
2InBr2-1,InBr2,6,1.660995127769855,,3.52017879486084,True
2BrIn-2,InBr,4,2.9490545320429487,3.6508722632686443,3.5185999870300293,True
2Al2S3-4,Al2S3,10,1.9423980762566695,,3.5178518295288086,True
1CoBr2-2,CoBr2,3,0.34787677198035416,3.528236792424544,3.517204999923706,True
4BrInS-1,InSBr,12,2.5713036341455715,3.5065535217132124,3.517188549041748,True
1GeK2H6S6-1,K2Ge(HS)6,15,2.3099806343158398,3.372960039573049,3.515683174133301,True
2RbSCd2I3O3-1,RbCd2S(IO)3,20,2.235900227010412,,3.5148379802703857,True
2CoBr2Sb2O3-1,CoSb2Br2O3,16,0.831053011566496,3.4348172864734123,3.5142629146575928,True
4Al2Se3-1,Al2Se3,20,2.6542428834622034,3.600086253656645,3.513803482055664,True
6OPb-1,PbO,12,2.6336806241634934,3.8077619537815997,3.5104923248291016,True
1CaInSBr3-1,CaInSBr3,6,2.3750917677686036,,3.5091891288757324,True
1PdZrF6-1,ZrPdF6,8,1.128127665985084,,3.5090017318725586,True
1MnI2-1,MnI2,3,0.8773370741518457,3.3108048088494018,3.5085299015045166,True
1GeCl2-2,GeCl2,3,2.95480757537646,3.8752455989734234,3.506990432739258,True
2ClGaSe-2,GaSeCl,6,2.7589235285399774,3.759187498418518,3.5064175128936768,True
8AgBr-3,AgBr,16,2.5511454921165475,,3.5062851905822754,True
2ClSSc-1,ScSCl,6,2.109342912083189,3.5279813621199927,3.505274534225464,True
2ClCu-4,CuCl,4,1.4465651527390835,3.6567472735256104,3.505019426345825,True
2MoHg2O4-1,Hg2MoO4,14,2.2784253741368343,3.406841086593979,3.5038528442382812,True
2IOSc-1,ScIO,6,1.8116927119771287,3.5395626088765266,3.503305435180664,True
2CdLiI3-1,LiCdI3,10,2.4816457846465143,3.3762084124729976,3.5028140544891357,True
2BrFeWO4-1,FeWBrO4,14,1.070610238870188,,3.497370958328247,True
1ClBr3S4Sc4-1,Sc4S4Br3Cl,12,2.135526905711136,3.5620425650405876,3.4970099925994873,True
2AgCl-5,AgCl,4,2.317745387337525,,3.4967572689056396,True
2BrCu-3,CuBr,4,1.496000284097117,3.4752210215370996,3.4947071075439453,True
1HgBr2O2Pb2-1,HgPb2(BrO)2,7,2.329302786741817,3.3570388340605763,3.49330997467041,True
1SnCl2-2,SnCl2,3,2.7451014032683316,3.537207003340947,3.4932806491851807,True
1AgAuBr2-1,AgAuBr2,4,2.391029613049257,3.5500887206249545,3.492689609527588,True
2HSeNa3S4-1,Na3HSeS4,18,2.061499917136434,,3.490243434906006,True
3AgBr-4,AgBr,6,2.168928171108508,,3.4888768196105957,True
1SnNa2H6S6-1,Na2Sn(HS)6,15,2.5873916862412782,3.652350109816746,3.485384225845337,True
2HgNa2Br4-1,Na2HgBr4,14,2.5065586652449503,,3.4845659732818604,True
1HgF2-1,HgF2,3,1.7281218969599035,3.4305103462807276,3.48341703414917,True
1AgScP2S6-1,ScAg(PS3)2,10,2.0167417085026202,3.453451687883375,3.482104778289795,True
2HgF2-1,HgF2,6,1.5553304738594074,,3.4814348220825195,True
2RhF3-1,RhF3,8,1.1297513281137768,3.1668743680308444,3.478212356567383,True
1BrClS2Sc2-1,Sc2S2BrCl,6,2.1197694489668293,3.5529388714313583,3.4781084060668945,True
2BrZn-1,ZnBr,4,2.3717724951912045,3.2336547727754317,3.4776816368103027,True
2Al2S3-2,Al2S3,10,2.524919101834341,3.530769443448478,3.47602915763855,True
1AgCl-1,AgCl,2,1.6579021396079194,,3.4754843711853027,True
3BrIn-2,InBr,6,2.685519401754176,,3.4720218181610107,True
2MnMoTeO6-1,MnTeMoO6,18,1.5457499926415181,,3.470324754714966,True
1AsClGaIS2-1,GaAsS2ICl,6,1.9958213749594438,,3.4687702655792236,True
1CdF2O2Sn2-1,CdSn2(OF)2,7,2.692597040450746,3.5775631070563767,3.46526837348938,True
1VI2-1,VI2,3,1.2024738224217448,3.3950123950552333,3.463656187057495,True
2KSHg2I3O3-1,KHg2S(IO)3,20,2.195195603648041,,3.462815284729004,True
16AgCl-1,AgCl,32,1.7593416100984205,,3.4627931118011475,True
6CuI-2,CuI,12,1.9147691108817892,,3.461414098739624,True
2OSn-1,SnO,4,3.020261517193606,,3.460690975189209,True
2SVH2O5-1,VH2SO5,18,1.179134685226674,3.771349439801173,3.4601385593414307,True
4OPb-1,PbO,8,2.614160573133381,3.730795456774873,3.4597244262695312,True
5CuI-1,CuI,10,1.695733897697174,,3.4570775032043457,True
2SnTlCl3-1,TlSnCl3,10,2.687900669255879,,3.4547767639160156,True
1BrCu-1,CuBr,2,1.0237021928664132,,3.4541432857513428,True
2AlGaS3-1,AlGaS3,10,2.835162017079817,3.810732595670257,3.4517035484313965,True
1ZrHf3Cl4N4-1,Hf3Zr(NCl)4,12,2.019526639461553,3.2913650331937703,3.4506778717041016,True
2WSb2O6-1,Sb2WO6,18,1.7446107653439644,2.9509300160100334,3.4501068592071533,True
2InBr3-1,InBr3,8,2.7448821876954974,3.839900034232886,3.449024200439453,True
3CuI-3,CuI,6,1.8957330879409329,,3.447331666946411,True
2FNZr-1,ZrNF,6,2.342407261351414,3.5658195476597268,3.445507526397705,True
